0	30	0
0	45	0
50	30	0
50	45	0
100	30	0
100	45	0
200	30	0
200	45	0
300	30	0
300	45	0
400	30	0
400	45	0
500	30	0
500	45	0
600	30	0
600	45	0
700	30	0
700	45	0
0	30	1
0	45	1
50	30	1
50	45	1
100	30	1
100	45	1
200	30	1
200	45	1
300	30	1
300	45	1
400	30	1
400	45	1
500	30	1
500	45	1
600	30	1
600	45	1
700	30	1
700	45	1
